ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,FACILITYADDRESSID,FACILITYADDRESSTYPE,FACILITYID,FACILITYSTREETADDRESS1,FACILITYSTREETADDRESS2,FACILITYSTREETADDRESS3,POSTALCODE
"USA","KY","","20249853","","236677","","","",""
"USA","NM","","20249854","","257345","","","",""
"USA","KY","","20249855","","236678","","","",""
"USA","KY","","20249856","","236679","","","",""
"USA","NM","","20249857","","257318","","","",""
"USA","KY","","20249858","","236681","","","",""
"USA","NM","","20249859","","257362","","","",""
"USA","KY","","20249860","","250757","","","",""
"USA","NM","","20249861","","257326","","","",""
"USA","KY","","20249862","","236682","","","",""
"USA","NM","","20249863","","257398","","","",""
"USA","KY","","20249864","","236684","","","",""
"USA","NM","","20249865","","257319","","","",""
"USA","KY","","20249866","","236685","","","",""
"USA","NM","","20249869","","257360","","","",""
"USA","KY","","20249870","","236687","","","",""
"USA","NM","","20249871","","257415","","","",""
"USA","NM","","20249872","","257320","","","",""
"USA","KY","","20249873","","236689","","","",""
"USA","NM","","20249874","","257399","","","",""
"USA","KY","","20249875","","236688","","","",""
"USA","NM","","20249876","","257335","","","",""
"USA","KY","","20249877","","236690","","","",""
"USA","NM","","20249878","","257346","","","",""
"USA","KY","","20249879","","236691","","","",""
"USA","NM","","20249880","","257396","","","",""
"USA","KY","","20249881","","236692","","","",""
"USA","NM","","20249882","","257342","","","",""
"USA","KY","","20249883","","236693","","","",""
"USA","NM","","20249884","","257381","","","",""
"USA","KY","","20249885","","236694","","","",""
"USA","NM","","20249886","","257374","","","",""
"USA","KY","","20249887","","236695","","","",""
"USA","NM","","20249888","","257404","","","",""
"USA","KY","","20249889","","236696","","","",""
"USA","NM","","20249890","","257349","","","",""
"USA","KY","","20249891","","236706","","","",""
"USA","NM","","20249892","","257333","","","",""
"USA","KY","","20249893","","236697","","","",""
"USA","NM","","20249894","","257358","","","",""
"USA","KY","","20249895","","236698","","","",""
"USA","NM","","20249896","","257365","","","",""
"USA","NM","","20249897","","257386","","","",""
"USA","KY","","20249898","","236699","","","",""
"USA","NM","","20249899","","257422","","","",""
"USA","NM","","20249900","","257414","","","",""
"USA","KY","","20249901","","236700","","","",""
"USA","NM","","20249902","","257317","","","",""
"USA","NM","","20249903","","257369","","","",""
"USA","KY","","20249904","","236701","","","",""
"USA","NM","","20249905","","257385","","","",""
"USA","KY","","20249906","","236702","","","",""
"USA","NM","","20249907","","257411","","","",""
"USA","NM","","20249908","","257316","","","",""
"USA","NM","","20249909","","257410","","","",""
"USA","KY","","20249910","","236703","","","",""
"USA","NM","","20249911","","257338","","","",""
"USA","NM","","20249912","","257324","","","",""
"USA","KY","","20249913","","236704","","","",""
"USA","NM","","20249914","","257375","","","",""
"USA","KY","","20249915","","236705","","","",""
"USA","NM","","20249916","","257339","","","",""
"USA","NM","","20249917","","257405","","","",""
"USA","KY","","20249918","","236707","","","",""
"USA","NM","","20249919","","257380","","","",""
"USA","KY","","20249920","","236708","","","",""
"USA","NM","","20249921","","257406","","","",""
"USA","KY","","20249922","","236709","","","",""
"USA","NM","","20249923","","257327","","","",""
"USA","KY","","20249924","","236710","","","",""
"USA","NM","","20249925","","257372","","","",""
"USA","KY","","20249926","","236711","","","",""
"USA","NM","","20249927","","257367","","","",""
"USA","KY","","20249928","","236712","","","",""
"USA","NM","","20249929","","257403","","","",""
"USA","KY","","20249930","","236713","","","",""
"USA","NM","","20249931","","257370","","","",""
"USA","KY","","20249932","","236714","","","",""
"USA","NM","","20249933","","257423","","","",""
"USA","KY","","20249934","","236715","","","",""
"USA","NM","","20249935","","257378","","","",""
"USA","KY","","20249936","","236716","","","",""
"USA","NM","","20249937","","257371","","","",""
"USA","KY","","20249938","","236717","","","",""
"USA","NM","","20249939","","257419","","","",""
"USA","KY","","20249940","","236718","","","",""
"USA","NM","","20249941","","257359","","","",""
"USA","KY","","20249942","","236719","","","",""
"USA","NM","","20249943","","257412","","","",""
"USA","NM","","20249944","","257334","","","",""
"USA","KY","","20249945","","236720","","","",""
"USA","NM","","20249946","","257347","","","",""
"USA","NM","","20249947","","257332","","","",""
"USA","KY","","20249948","","236722","","","",""
"USA","NM","","20249949","","257344","","","",""
"USA","KY","","20249950","","236723","","","",""
"USA","NM","","20249951","","257356","","","",""
"USA","NM","","20249952","","257312","","","",""
"USA","KY","","20249953","","236724","","","",""
"USA","NM","","20249954","","257395","","","",""
"USA","NM","","20249955","","257313","","","",""
"USA","KY","","20249956","","236725","","","",""
"USA","NM","","20249957","","257409","","","",""
"USA","KY","","20249958","","236728","","","",""
"USA","NM","","20249959","","257354","","","",""
"USA","KY","","20249960","","236726","","","",""
"USA","NM","","20249961","","257355","","","",""
"USA","NM","","20249962","","257436","","","",""
"USA","KY","","20249963","","236727","","","",""
"USA","NM","","20249964","","257445","","","",""
"USA","KY","","20249965","","236729","","","",""
"USA","NM","","20249966","","257446","","","",""
"USA","KY","","20249968","","236730","","","",""
"USA","KY","","20249970","","236731","","","",""
"USA","NM","","20249971","","257455","","","",""
"USA","NM","","20249972","","257454","","","",""
"USA","KY","","20249973","","236732","","","",""
"USA","NM","","20249974","","257452","","","",""
"USA","KY","","20249975","","236733","","","",""
"USA","NM","","20249976","","257449","","","",""
"USA","KY","","20249977","","236734","","","",""
"USA","NM","","20249978","","257450","","","",""
"USA","NM","","20249979","","257471","","","",""
"USA","KY","","20249980","","236735","","","",""
"USA","NM","","20249981","","257462","","","",""
"USA","KY","","20249982","","236736","","","",""
"USA","NM","","20249983","","257465","","","",""
"USA","KY","","20249984","","236737","","","",""
"USA","NM","","20249985","","258477","","","",""
"USA","NM","","20249986","","258480","","","",""
"USA","KY","","20249987","","236738","","","",""
"USA","NM","","20249988","","258491","","","",""
"USA","NM","","20249990","","258497","","","",""
"USA","NM","","20249991","","258496","","","",""
"USA","KY","","20249992","","236740","","","",""
"USA","NM","","20249993","","257353","","","",""
"USA","KY","","20249994","","236742","","","",""
"USA","NM","","20249995","","257340","","","",""
"USA","NM","","20249996","","257382","","","",""
"USA","KY","","20249997","","236743","","","",""
"USA","NM","","20249998","","257433","","","",""
"USA","KY","","20249999","","236745","","","",""
"USA","NM","","20250000","","257440","","","",""
"USA","NM","","20250001","","257439","","","",""
"USA","KY","","20250002","","236746","","","",""
"USA","NM","","20250003","","257430","","","",""
"USA","KY","","20250004","","236754","","","",""
"USA","NM","","20250005","","257463","","","",""
"USA","NM","","20250006","","257466","","","",""
"USA","KY","","20250007","","236747","","","",""
"USA","NM","","20250008","","257467","","","",""
"USA","KY","","20250009","","236749","","","",""
"USA","NM","","20250010","","257469","","","",""
"USA","KY","","20250011","","236750","","","",""
"USA","NM","","20250012","","258479","","","",""
"USA","NM","","20250013","","258482","","","",""
"USA","KY","","20250014","","236751","","","",""
"USA","NM","","20250016","","257401","","","",""
"USA","KY","","20250017","","236752","","","",""
"USA","NM","","20250018","","257337","","","",""
"USA","KY","","20250019","","236753","","","",""
"USA","NM","","20250020","","257325","","","",""
"USA","KY","","20250021","","236755","","","",""
"USA","NM","","20250022","","257407","","","",""
"USA","NM","","20250023","","257384","","","",""
"USA","KY","","20250024","","236756","","","",""
"USA","NM","","20250025","","257438","","","",""
"USA","KY","","20250026","","236760","","","",""
"USA","NM","","20250027","","257429","","","",""
"USA","NM","","20250028","","257453","","","",""
"USA","KY","","20250029","","236757","","","",""
"USA","NM","","20250030","","258483","","","",""
"USA","KY","","20250031","","236758","","","",""
"USA","NM","","20250032","","258498","","","",""
"USA","NM","","20250033","","257421","","","",""
"USA","KY","","20250034","","236761","","","",""
"USA","NM","","20250035","","257348","","","",""
"USA","KY","","20250036","","236762","","","",""
"USA","NM","","20250037","","257402","","","",""
"USA","NM","","20250038","","257387","","","",""
"USA","KY","","20250039","","236763","","","",""
"USA","NM","","20250040","","257388","","","",""
"USA","NM","","20250041","","257357","","","",""
"USA","KY","","20250042","","236770","","","",""
"USA","NM","","20250043","","257366","","","",""
"USA","KY","","20250044","","236764","","","",""
"USA","NM","","20250045","","257314","","","",""
"USA","NM","","20250046","","257400","","","",""
"USA","KY","","20250047","","236765","","","",""
"USA","NM","","20250048","","257420","","","",""
"USA","KY","","20250049","","236767","","","",""
"USA","NM","","20250050","","257413","","","",""
"USA","NM","","20250051","","257322","","","",""
"USA","KY","","20250052","","236768","","","",""
"USA","NM","","20250053","","257428","","","",""
"USA","KY","","20250054","","236769","","","",""
"USA","NM","","20250055","","257442","","","",""
"USA","NM","","20250056","","257437","","","",""
"USA","KY","","20250057","","236771","","","",""
"USA","NM","","20250058","","257435","","","",""
"USA","KY","","20250059","","236772","","","",""
"USA","NM","","20250060","","257468","","","",""
"USA","NM","","20250061","","257464","","","",""
"USA","NM","","20250062","","257470","","","",""
"USA","NM","","20250063","","258478","","","",""
"USA","NM","","20250064","","258481","","","",""
"USA","NM","","20250065","","257329","","","",""
"USA","NM","","20250066","","257330","","","",""
"USA","NM","","20250067","","257383","","","",""
"USA","NM","","20250068","","257315","","","",""
"USA","NM","","20250069","","257379","","","",""
"USA","NM","","20250070","","257373","","","",""
"USA","NM","","20250071","","257389","","","",""
"USA","NM","","20250072","","257377","","","",""
"USA","NM","","20250073","","257394","","","",""
"USA","NM","","20250074","","257408","","","",""
"USA","NM","","20250075","","257323","","","",""
"USA","NM","","20250076","","257336","","","",""
"USA","NM","","20250077","","257368","","","",""
"USA","NM","","20250078","","257393","","","",""
"USA","NM","","20250079","","257441","","","",""
"USA","NM","","20250080","","257432","","","",""
"USA","NM","","20250081","","257444","","","",""
"USA","NM","","20250082","","257431","","","",""
"USA","NM","","20250083","","257451","","","",""
"USA","NM","","20250084","","257448","","","",""
"USA","NM","","20250085","","258486","","","",""
"USA","MT","","20250086","","234812","","","",""
"USA","MT","","20250087","","234813","","","",""
"USA","MT","","20250088","","234814","","","",""
"USA","MT","","20250089","","234815","","","",""
"USA","MT","","20250090","","234816","","","",""
"USA","MT","","20250091","","234817","","","",""
"USA","MT","","20250092","","234822","","","",""
"USA","MT","","20250093","","234819","","","",""
"USA","MT","","20250094","","234820","","","",""
"USA","MT","","20250096","","234823","","","",""
"USA","MT","","20250097","","234824","","","",""
"USA","MT","","20250098","","234825","","","",""
"USA","MT","","20250099","","234827","","","",""
"USA","MT","","20250100","","234828","","","",""
"USA","MT","","20250101","","234829","","","",""
"USA","MT","","20250102","","234830","","","",""
"USA","MT","","20250103","","234831","","","",""
"USA","MT","","20250104","","234832","","","",""
"USA","MT","","20250105","","234833","","","",""
"USA","MT","","20250106","","234834","","","",""
"USA","MT","","20250107","","234835","","","",""
"USA","MT","","20250109","","234836","","","",""
"USA","MT","","20250110","","234837","","","",""
"USA","MT","","20250111","","234838","","","",""
"USA","MT","","20250112","","234839","","","",""
"USA","MT","","20250113","","234840","","","",""
"USA","MT","","20250114","","234841","","","",""
"USA","MT","","20250115","","234842","","","",""
"USA","MT","","20250116","","234843","","","",""
"USA","MT","","20250118","","234845","","","",""
"USA","MT","","20250119","","234846","","","",""
"USA","MT","","20250120","","234847","","","",""
"USA","MT","","20250121","","234848","","","",""
"USA","MT","","20250122","","234849","","","",""
"USA","MT","","20250123","","234850","","","",""
"USA","MT","","20250124","","234851","","","",""
"USA","MT","","20250125","","234852","","","",""
"USA","MT","","20250127","","234854","","","",""
"USA","MT","","20250128","","234855","","","",""
"USA","MT","","20250129","","234856","","","",""
"USA","MT","","20250130","","234857","","","",""
"USA","MT","","20250131","","234858","","","",""
"USA","MT","","20250132","","234859","","","",""
"USA","MT","","20250134","","234862","","","",""
"USA","MT","","20250136","","248587","","","",""
"USA","MT","","20250137","","248789","","","",""
"USA","ID","","20250138","","238033","","","",""
"USA","ID","","20250139","","238035","","","",""
"USA","ID","","20250140","","238036","","","",""
"USA","ID","","20250141","","238046","","","",""
"USA","ID","","20250142","","238037","","","",""
"USA","ID","","20250144","","238039","","","",""
"USA","ID","","20250145","","238040","","","",""
"USA","ID","","20250146","","238042","","","",""
"USA","ID","","20250147","","238043","","","",""
"USA","ID","","20250148","","238044","","","",""
"USA","ID","","20250149","","238045","","","",""
"USA","ID","","20250150","","238047","","","",""
"USA","ID","","20250151","","238048","","","",""
"USA","ID","","20250152","","238049","","","",""
"USA","ID","","20250153","","238050","","","",""
"USA","ID","","20250154","","238051","","","",""
"USA","ID","","20250155","","238052","","","",""
"USA","ID","","20250156","","238053","","","",""
"USA","ID","","20250157","","238054","","","",""
"USA","ID","","20250158","","238055","","","",""
"USA","ID","","20250159","","238056","","","",""
"USA","ID","","20250160","","238057","","","",""
"USA","ID","","20250161","","238058","","","",""
"USA","ID","","20250162","","238059","","","",""
"USA","ID","","20250163","","238060","","","",""
"USA","ID","","20250164","","238064","","","",""
"USA","ID","","20250165","","238065","","","",""
"USA","ID","","20250166","","238066","","","",""
"USA","ID","","20250167","","238067","","","",""
"USA","ID","","20250168","","238068","","","",""
"USA","ID","","20250169","","238069","","","",""
"USA","ID","","20250170","","238070","","","",""
"USA","ID","","20250171","","238071","","","",""
"USA","ID","","20250172","","238075","","","",""
"USA","ID","","20250173","","238077","","","",""
"USA","ID","","20250174","","238078","","","",""
"USA","ID","","20250175","","238079","","","",""
"USA","ID","","20250176","","238080","","","",""
"USA","ID","","20250177","","238082","","","",""
"USA","ID","","20250178","","238084","","","",""
"USA","ID","","20250179","","238085","","","",""
"USA","ID","","20250180","","238087","","","",""
"USA","ID","","20250181","","238088","","","",""
"USA","ID","","20250182","","238089","","","",""
"USA","ID","","20250183","","238091","","","",""
"USA","ID","","20250184","","238092","","","",""
"USA","ID","","20250185","","238093","","","",""
"USA","ID","","20250186","","238094","","","",""
"USA","ID","","20250188","","238097","","","",""
"USA","ID","","20250189","","238098","","","",""
"USA","ID","","20250190","","238099","","","",""
"USA","ID","","20250191","","238102","","","",""
"USA","ID","","20250192","","238103","","","",""
"USA","ID","","20250193","","238104","","","",""
"USA","ID","","20250194","","238106","","","",""
"USA","ID","","20250195","","238107","","","",""
"USA","ID","","20250196","","238108","","","",""
"USA","ID","","20250197","","251096","","","",""
"USA","ID","","20250198","","251085","","","",""
"USA","ID","","20250199","","251187","","","",""
"USA","ID","","20250200","","251191","","","",""
"USA","ID","","20250201","","251189","","","",""
"USA","ID","","20250202","","251188","","","",""
"USA","ID","","20250203","","251194","","","",""
"USA","ID","","20250204","","251224","","","",""
"USA","ID","","20250206","","251218","","","",""
"USA","ID","","20250207","","251238","","","",""
"USA","ID","","20250208","","251248","","","",""
"USA","ID","","20250209","","251229","","","",""
"USA","ID","","20250210","","251231","","","",""
"USA","ID","","20250211","","251236","","","",""
"USA","ID","","20250212","","251230","","","",""
"USA","ID","","20250213","","251242","","","",""
"USA","ID","","20250214","","251088","","","",""
"USA","ID","","20250215","","251119","","","",""
"USA","ID","","20250216","","251141","","","",""
"USA","ID","","20250217","","251193","","","",""
"USA","ID","","20250218","","251197","","","",""
"USA","ID","","20250219","","251204","","","",""
"USA","ID","","20250220","","251199","","","",""
"USA","ID","","20250221","","251205","","","",""
"USA","ID","","20250222","","251209","","","",""
"USA","ID","","20250223","","251206","","","",""
"USA","ID","","20250224","","251185","","","",""
"USA","ID","","20250225","","251241","","","",""
"USA","ID","","20250226","","251232","","","",""
"USA","ID","","20250227","","251719","","","",""
"USA","ID","","20250228","","251034","","","",""
"USA","ID","","20250229","","251099","","","",""
"USA","ID","","20250230","","251111","","","",""
"USA","ID","","20250231","","251195","","","",""
"USA","ID","","20250232","","251201","","","",""
"USA","ID","","20250233","","251190","","","",""
"USA","ID","","20250234","","251203","","","",""
"USA","ID","","20250235","","251196","","","",""
"USA","ID","","20250236","","251239","","","",""
"USA","ID","","20250237","","251245","","","",""
"USA","ID","","20250238","","251240","","","",""
"USA","ID","","20250239","","251036","","","",""
"USA","ID","","20250240","","251032","","","",""
"USA","ID","","20250241","","251086","","","",""
"USA","ID","","20250243","","251079","","","",""
"USA","ID","","20250244","","251090","","","",""
"USA","ID","","20250245","","251083","","","",""
"USA","ID","","20250246","","251202","","","",""
"USA","ID","","20250247","","251717","","","",""
"USA","ID","","20250248","","251033","","","",""
"USA","ID","","20250249","","251031","","","",""
"USA","ID","","20250250","","251040","","","",""
"USA","ID","","20250251","","251093","","","",""
"USA","ID","","20250252","","251094","","","",""
"USA","ID","","20250253","","251081","","","",""
"USA","ID","","20250254","","251102","","","",""
"USA","ID","","20250255","","251082","","","",""
"USA","ID","","20250256","","251100","","","",""
"USA","ID","","20250257","","251101","","","",""
"USA","ID","","20250258","","251087","","","",""
"USA","ID","","20250259","","251117","","","",""
"USA","ID","","20250260","","251114","","","",""
"USA","ID","","20250261","","251214","","","",""
"USA","ID","","20250262","","251215","","","",""
"USA","ID","","20250263","","251192","","","",""
"USA","ID","","20250264","","251208","","","",""
"USA","ID","","20250265","","251198","","","",""
"USA","ID","","20250266","","251213","","","",""
"USA","ID","","20250267","","251210","","","",""
"USA","ID","","20250268","","251220","","","",""
"USA","ID","","20250269","","251223","","","",""
"USA","ID","","20250270","","251217","","","",""
"USA","ID","","20250271","","251219","","","",""
"USA","ID","","20250272","","251247","","","",""
"USA","ID","","20250273","","251243","","","",""
"USA","ID","","20250274","","251226","","","",""
"USA","ID","","20250275","","251025","","","",""
"USA","ID","","20250277","","251024","","","",""
"USA","ID","","20250278","","251027","","","",""
"USA","ID","","20250279","","251042","","","",""
"USA","ID","","20250280","","251041","","","",""
"USA","ID","","20250281","","251116","","","",""
"USA","ID","","20250283","","251115","","","",""
"USA","ID","","20250284","","251222","","","",""
"USA","ID","","20250285","","251227","","","",""
"USA","ID","","20250286","","251237","","","",""
"USA","ID","","20250287","","251235","","","",""
"USA","ID","","20250288","","251233","","","",""
"USA","ID","","20250289","","251234","","","",""
"USA","ID","","20250290","","251525","","","",""
"USA","ID","","20250291","","251718","","","",""
"USA","ID","","20250292","","251037","","","",""
"USA","ID","","20250293","","251026","","","",""
"USA","ID","","20250294","","251030","","","",""
"USA","ID","","20250295","","251035","","","",""
"USA","ID","","20250296","","251029","","","",""
"USA","ID","","20250297","","251200","","","",""
"USA","ID","","20250298","","251091","","","",""
"USA","ID","","20250299","","251098","","","",""
"USA","ID","","20250300","","251108","","","",""
"USA","ID","","20250301","","251107","","","",""
"USA","ID","","20250302","","251118","","","",""
"USA","ID","","20250303","","251186","","","",""
"USA","ID","","20250304","","251211","","","",""
"USA","ID","","20250305","","251212","","","",""
"USA","ID","","20250306","","251184","","","",""
"USA","ID","","20250307","","251225","","","",""
"USA","ID","","20250308","","251038","","","",""
"USA","ID","","20250309","","251089","","","",""
"USA","ID","","20250311","","251095","","","",""
"USA","ID","","20250312","","251110","","","",""
"USA","ID","","20250313","","251207","","","",""
"USA","ID","","20250314","","251228","","","",""
"USA","CA","","20250315","","249786","","","",""
"USA","CA","","20250316","","249780","","","",""
"USA","CA","","20250317","","249746","","","",""
"USA","CA","","20250318","","249722","","","",""
"USA","CA","","20250319","","249778","","","",""
"USA","CA","","20250320","","249672","","","",""
"USA","CA","","20250321","","249649","","","",""
"USA","CA","","20250322","","249695","","","",""
"USA","CA","","20250324","","249679","","","",""
"USA","CA","","20250325","","249749","","","",""
"USA","CA","","20250326","","249626","","","",""
"USA","CA","","20250327","","249685","","","",""
"USA","CA","","20250328","","249644","","","",""
"USA","CA","","20250329","","249682","","","",""
"USA","CA","","20250330","","249784","","","",""
"USA","CA","","20250331","","249733","","","",""
"USA","CA","","20250332","","249734","","","",""
"USA","CA","","20250333","","249667","","","",""
"USA","CA","","20250334","","249625","","","",""
"USA","CA","","20250335","","249754","","","",""
"USA","CA","","20250336","","249622","","","",""
"USA","CA","","20250337","","249689","","","",""
"USA","CA","","20250338","","249744","","","",""
"USA","CA","","20250339","","249771","","","",""
"USA","CA","","20250341","","249751","","","",""
"USA","CA","","20250342","","249707","","","",""
"USA","CA","","20250343","","249638","","","",""
"USA","CA","","20250344","","249772","","","",""
"USA","CA","","20250345","","249657","","","",""
"USA","CA","","20250346","","249764","","","",""
"USA","CA","","20250347","","249654","","","",""
"USA","CA","","20250348","","249782","","","",""
"USA","CA","","20250349","","249703","","","",""
"USA","CA","","20250350","","249731","","","",""
"USA","CA","","20250351","","249770","","","",""
"USA","CA","","20250352","","249637","","","",""
"USA","CA","","20250353","","249665","","","",""
"USA","CA","","20250354","","249693","","","",""
"USA","CA","","20250356","","249762","","","",""
"USA","CA","","20250357","","249646","","","",""
"USA","CA","","20250358","","249725","","","",""
"USA","CA","","20250361","","249757","","","",""
"USA","CA","","20250362","","249714","","","",""
"USA","CA","","20250363","","249680","","","",""
"USA","CA","","20250364","","249748","","","",""
"USA","CA","","20250366","","249664","","","",""
"USA","CA","","20250367","","249788","","","",""
"USA","CA","","20250368","","249726","","","",""
"USA","CA","","20250369","","249686","","","",""
"USA","CA","","20250370","","249767","","","",""
"USA","CA","","20250371","","249632","","","",""
"USA","CA","","20250372","","249694","","","",""
"USA","CA","","20250373","","249768","","","",""
"USA","CA","","20250374","","249634","","","",""
"USA","CA","","20250375","","249636","","","",""
"USA","CA","","20250376","","249699","","","",""
"USA","CA","","20250377","","249745","","","",""
"USA","CA","","20250378","","249758","","","",""
"USA","CA","","20250379","","249702","","","",""
"USA","CA","","20250381","","249662","","","",""
"USA","CA","","20250382","","249763","","","",""
"USA","CA","","20250383","","249719","","","",""
"USA","CA","","20250384","","249651","","","",""
"USA","CA","","20250385","","249687","","","",""
"USA","CA","","20250386","","249647","","","",""
"USA","CA","","20250387","","249756","","","",""
"USA","CA","","20250388","","249712","","","",""
"USA","CA","","20250389","","249711","","","",""
"USA","CA","","20250390","","249669","","","",""
"USA","CA","","20250391","","249775","","","",""
"USA","CA","","20250392","","249713","","","",""
"USA","CA","","20250393","","249660","","","",""
"USA","CA","","20250394","","249674","","","",""
"USA","CA","","20250395","","249642","","","",""
"USA","CA","","20250396","","249697","","","",""
"USA","CA","","20250397","","249688","","","",""
"USA","CA","","20250398","","249721","","","",""
"USA","CA","","20250399","","249730","","","",""
"USA","CA","","20250400","","249645","","","",""
"USA","CA","","20250401","","249683","","","",""
"USA","CA","","20250402","","249750","","","",""
"USA","CA","","20250403","","249728","","","",""
"USA","CA","","20250404","","249650","","","",""
"USA","CA","","20250405","","249715","","","",""
"USA","CA","","20250406","","249716","","","",""
"USA","CA","","20250407","","251858","","","",""
"USA","CA","","20250408","","251882","","","",""
"USA","CA","","20250409","","251900","","","",""
"USA","CA","","20250410","","249708","","","",""
"USA","CA","","20250411","","249755","","","",""
"USA","CA","","20250412","","249704","","","",""
"USA","CA","","20250413","","249781","","","",""
"USA","CA","","20250414","","249658","","","",""
"USA","CA","","20250415","","249753","","","",""
"USA","CA","","20250416","","249742","","","",""
"USA","CA","","20250417","","249720","","","",""
"USA","CA","","20250418","","249655","","","",""
"USA","CA","","20250419","","249633","","","",""
"USA","CA","","20250420","","249690","","","",""
"USA","CA","","20250421","","249759","","","",""
"USA","CA","","20250422","","249700","","","",""
"USA","CA","","20250423","","249701","","","",""
"USA","CA","","20250424","","249705","","","",""
"USA","CA","","20250425","","249776","","","",""
"USA","CA","","20250426","","249739","","","",""
"USA","CA","","20250427","","249696","","","",""
"USA","CA","","20250428","","249652","","","",""
"USA","CA","","20250429","","249639","","","",""
"USA","CA","","20250430","","249743","","","",""
"USA","CA","","20250431","","249643","","","",""
"USA","CA","","20250432","","249670","","","",""
"USA","CA","","20250433","","249765","","","",""
"USA","CA","","20250434","","249623","","","",""
"USA","CA","","20250435","","249732","","","",""
"USA","CA","","20250436","","249785","","","",""
"USA","CA","","20250437","","249671","","","",""
"USA","CA","","20250438","","249677","","","",""
"USA","CA","","20250439","","249630","","","",""
"USA","CA","","20250440","","249710","","","",""
"USA","CA","","20250441","","249736","","","",""
"USA","CA","","20250442","","249735","","","",""
"USA","CA","","20250443","","249729","","","",""
"USA","CA","","20250444","","249724","","","",""
"USA","CA","","20250445","","249760","","","",""
"USA","CA","","20250446","","249621","","","",""
"USA","CA","","20250447","","249675","","","",""
"USA","CA","","20250448","","249668","","","",""
"USA","CA","","20250449","","249773","","","",""
"USA","CA","","20250450","","249777","","","",""
"USA","CA","","20250451","","249769","","","",""
"USA","CA","","20250452","","249747","","","",""
"USA","CA","","20250453","","249706","","","",""
"USA","CA","","20250454","","249631","","","",""
"USA","CA","","20250455","","249727","","","",""
"USA","CA","","20250456","","249629","","","",""
"USA","CA","","20250457","","249787","","","",""
"USA","CA","","20250458","","249624","","","",""
"USA","CA","","20250459","","249698","","","",""
"USA","CA","","20250460","","249653","","","",""
"USA","CA","","20250461","","249640","","","",""
"USA","CA","","20250462","","249635","","","",""
"USA","CA","","20250463","","249628","","","",""
"USA","CA","","20250464","","249761","","","",""
"USA","CA","","20250465","","249691","","","",""
"USA","CA","","20250466","","249678","","","",""
"USA","CA","","20250467","","249779","","","",""
"USA","CA","","20250468","","249692","","","",""
"USA","CA","","20250469","","249741","","","",""
"USA","CA","","20250470","","249752","","","",""
"USA","CA","","20250471","","249684","","","",""
"USA","CA","","20250472","","249723","","","",""
"USA","CA","","20250473","","249676","","","",""
"USA","CA","","20250474","","249774","","","",""
"USA","CA","","20250475","","249709","","","",""
"USA","CA","","20250476","","249666","","","",""
"USA","CA","","20250477","","249681","","","",""
"USA","CA","","20250478","","249717","","","",""
"USA","CA","","20250479","","249783","","","",""
"USA","CA","","20250480","","249737","","","",""
"USA","CA","","20250481","","249627","","","",""
"USA","CA","","20250482","","249718","","","",""
"USA","CA","","20250483","","249656","","","",""
"USA","CA","","20250484","","253501","","","",""
"USA","CA","","20250485","","251880","","","",""
"USA","CA","","20250486","","249641","","","",""
"USA","CA","","20250487","","251881","","","",""
"USA","CA","","20250488","","253201","","","",""
"USA","CA","","20250489","","253203","","","",""
"USA","AK","","20250490","","249079","","","",""
"USA","AK","","20250491","","249090","","","",""
"USA","AK","","20250493","","249097","","","",""
"USA","AK","","20250494","","249092","","","",""
"USA","AK","","20250495","","249085","","","",""
"USA","AK","","20250496","","249080","","","",""
"USA","AK","","20250497","","249094","","","",""
"USA","AK","","20250498","","249083","","","",""
"USA","AK","","20250499","","249082","","","",""
"USA","AK","","20250500","","249093","","","",""
"USA","AK","","20250501","","249096","","","",""
"USA","AK","","20250502","","249088","","","",""
"USA","AK","","20250503","","249100","","","",""
"USA","AK","","20250504","","249098","","","",""
"USA","AK","","20250505","","249101","","","",""
"USA","AK","","20250507","","249089","","","",""
"USA","AK","","20250508","","249084","","","",""
"USA","AK","","20250509","","249095","","","",""
"USA","AK","","20250510","","249099","","","",""
"USA","AK","","20250511","","249102","","","",""
"USA","AK","","20250512","","249091","","","",""
"USA","AK","","20250513","","249081","","","",""
"USA","AK","","20250514","","250862","","","",""
"USA","AK","","20250515","","250863","","","",""
"USA","OR","","20250516","","245986","","","",""
"USA","WA","","20250517","","245986","","","",""
"USA","OR","","20250518","","245987","","","",""
"USA","WA","","20250519","","245987","","","",""
"USA","OR","","20250520","","245988","","","",""
"USA","WA","","20250521","","245988","","","",""
"USA","OR","","20250522","","245989","","","",""
"USA","WA","","20250523","","245989","","","",""
"USA","OR","","20250524","","245991","","","",""
"USA","WA","","20250525","","245991","","","",""
"USA","OR","","20250526","","245993","","","",""
"USA","WA","","20250527","","245993","","","",""
"USA","OR","","20250528","","245994","","","",""
"USA","WA","","20250529","","245994","","","",""
"USA","OR","","20250530","","245995","","","",""
"USA","WA","","20250531","","245995","","","",""
"USA","OR","","20250532","","245997","","","",""
"USA","WA","","20250533","","245997","","","",""
"USA","OR","","20250534","","245996","","","",""
"USA","WA","","20250535","","245996","","","",""
"USA","OR","","20250536","","245998","","","",""
"USA","WA","","20250537","","245998","","","",""
"USA","OR","","20250538","","246000","","","",""
"USA","WA","","20250539","","246000","","","",""
"USA","OR","","20250540","","246001","","","",""
